  ====================================================
  TEXSTAN(academic)
  s31.dat, lam, pipe, CEF, q"s(x)                                         
  stepsize: variable from dx=  .010 to dx= 1.000
  energy eqn: solved, no source terms
  properties: constant
     po= 1.01325E+05  den= 1.17660E+00  vis= 1.85300E-05  sp_ht= 1.00500E+03
     prc(je)=     .711
  initial profiles: kstart=  2  dyi= 5.000E-04  rate=  .0900
  laminar flow
  axx= 0.0000E+00  bxx= 0.0000E+00  cxx= 0.0000E+00  dxx= 0.0000E+00
  exx= 0.0000E+00  fxx= 0.0000E+00  gxx= 0.0000E+00
  ====================================================

   input Reynolds number= 1.0000E+03 (not TEXSTAN-calculated value)
   Reynolds number= 1.0005E+03    Prandtl number=     .711
   U,mean = 1.5757E-01            d,h = 1.0000E-01
   viscom = 1.8530E-05            rhom  = 1.1766E+00

  ====================================================

 intg  x/dh      cfapp     cf2(I)    cf2(E)     nu(I)      nu(E)
    0 0.000E+00 0.000E+00 0.000E+00 7.992E-03  0.000E+00  3.682E+03

    i  y(i)      u(i)      y/y(E)    u/umean   f,ratio                
    44 4.872E-02 1.595E-02 9.744E-01 1.012E-01 4.768E-02
    45 4.885E-02 1.436E-02 9.769E-01 9.115E-02 4.284E-02
    46 4.897E-02 1.291E-02 9.793E-01 8.191E-02 3.840E-02
    47 4.907E-02 1.157E-02 9.815E-01 7.341E-02 3.434E-02
    48 4.917E-02 1.034E-02 9.835E-01 6.560E-02 3.063E-02
    49 4.926E-02 9.204E-03 9.853E-01 5.842E-02 2.722E-02
    50 4.935E-02 8.164E-03 9.870E-01 5.182E-02 2.411E-02
    51 4.942E-02 7.209E-03 9.885E-01 4.575E-02 2.125E-02
    52 4.950E-02 6.331E-03 9.899E-01 4.018E-02 1.864E-02
    53 4.956E-02 5.524E-03 9.912E-01 3.506E-02 1.624E-02
    54 4.962E-02 4.783E-03 9.924E-01 3.036E-02 1.405E-02
    55 4.967E-02 4.102E-03 9.935E-01 2.604E-02 1.203E-02
    56 4.972E-02 3.477E-03 9.945E-01 2.207E-02 1.019E-02
    57 4.977E-02 2.903E-03 9.954E-01 1.843E-02 8.500E-03
    58 4.981E-02 2.376E-03 9.962E-01 1.508E-02 6.951E-03
    59 4.985E-02 1.892E-03 9.970E-01 1.201E-02 5.531E-03
    60 4.988E-02 1.448E-03 9.977E-01 9.190E-03 4.230E-03
    61 4.992E-02 1.040E-03 9.983E-01 6.602E-03 3.036E-03
    62 4.995E-02 6.657E-04 9.989E-01 4.225E-03 1.942E-03
    63 4.998E-02 2.433E-04 9.996E-01 1.544E-03 7.090E-04
    64 5.000E-02 0.000E+00 1.000E+00 0.000E+00 0.000E+00

 intg  x/dh      cfapp     cf2(I)    cf2(E)     nu(I)      nu(E)
  463 1.050E+02 1.606E-02 0.000E+00 7.994E-03  0.000E+00  3.659E+00

    i  y(i)      u(i)      y/y(E)    u/umean   f,ratio                
     1 0.000E+00 3.142E-01 0.000E+00 1.994E+00 1.795E+00
     2 1.922E-03 3.142E-01 3.845E-02 1.994E+00 1.795E+00
     3 3.947E-03 3.128E-01 7.893E-02 1.985E+00 1.780E+00
     4 6.251E-03 3.100E-01 1.250E-01 1.968E+00 1.751E+00
     5 8.716E-03 3.054E-01 1.743E-01 1.938E+00 1.705E+00
     6 1.120E-02 2.993E-01 2.239E-01 1.899E+00 1.644E+00
     7 1.368E-02 2.915E-01 2.737E-01 1.850E+00 1.569E+00
     8 1.617E-02 2.822E-01 3.235E-01 1.791E+00 1.483E+00
     9 1.867E-02 2.712E-01 3.734E-01 1.721E+00 1.387E+00
    10 2.114E-02 2.589E-01 4.228E-01 1.643E+00 1.283E+00
    11 2.351E-02 2.455E-01 4.702E-01 1.558E+00 1.177E+00
    12 2.572E-02 2.318E-01 5.143E-01 1.471E+00 1.075E+00
    13 2.774E-02 2.182E-01 5.548E-01 1.385E+00 9.794E-01
    14 2.960E-02 2.047E-01 5.920E-01 1.299E+00 8.905E-01
    15 3.131E-02 1.916E-01 6.261E-01 1.216E+00 8.087E-01
    16 3.287E-02 1.789E-01 6.574E-01 1.136E+00 7.338E-01
    17 3.431E-02 1.668E-01 6.862E-01 1.058E+00 6.657E-01
    18 3.563E-02 1.552E-01 7.125E-01 9.847E-01 6.037E-01
    19 3.683E-02 1.441E-01 7.367E-01 9.146E-01 5.476E-01
    20 3.794E-02 1.336E-01 7.589E-01 8.482E-01 4.967E-01
    21 3.896E-02 1.238E-01 7.792E-01 7.855E-01 4.507E-01
    22 3.990E-02 1.145E-01 7.979E-01 7.266E-01 4.090E-01
    23 4.075E-02 1.058E-01 8.151E-01 6.713E-01 3.713E-01
    24 4.154E-02 9.762E-02 8.308E-01 6.195E-01 3.372E-01
    25 4.226E-02 9.000E-02 8.452E-01 5.712E-01 3.063E-01
    26 4.292E-02 8.289E-02 8.585E-01 5.261E-01 2.783E-01
    27 4.353E-02 7.627E-02 8.706E-01 4.841E-01 2.529E-01
    28 4.409E-02 7.012E-02 8.817E-01 4.450E-01 2.298E-01
    29 4.460E-02 6.441E-02 8.920E-01 4.088E-01 2.088E-01
    30 4.507E-02 5.911E-02 9.013E-01 3.751E-01 1.898E-01
    31 4.550E-02 5.420E-02 9.099E-01 3.440E-01 1.725E-01
    32 4.589E-02 4.965E-02 9.178E-01 3.151E-01 1.567E-01
    33 4.625E-02 4.544E-02 9.251E-01 2.884E-01 1.424E-01
    34 4.659E-02 4.156E-02 9.317E-01 2.637E-01 1.293E-01
    35 4.689E-02 3.797E-02 9.378E-01 2.409E-01 1.174E-01
    36 4.717E-02 3.465E-02 9.434E-01 2.199E-01 1.065E-01
    37 4.743E-02 3.159E-02 9.485E-01 2.005E-01 9.663E-02
    38 4.766E-02 2.877E-02 9.532E-01 1.826E-01 8.758E-02
    39 4.788E-02 2.617E-02 9.576E-01 1.661E-01 7.932E-02
    40 4.808E-02 2.377E-02 9.615E-01 1.509E-01 7.177E-02
    41 4.826E-02 2.157E-02 9.652E-01 1.369E-01 6.486E-02
    42 4.842E-02 1.954E-02 9.685E-01 1.240E-01 5.856E-02
    43 4.858E-02 1.767E-02 9.716E-01 1.121E-01 5.279E-02
    44 4.872E-02 1.595E-02 9.744E-01 1.012E-01 4.751E-02
    45 4.885E-02 1.436E-02 9.769E-01 9.115E-02 4.268E-02
    46 4.897E-02 1.291E-02 9.793E-01 8.191E-02 3.826E-02
    47 4.907E-02 1.157E-02 9.815E-01 7.341E-02 3.422E-02
    48 4.917E-02 1.034E-02 9.835E-01 6.560E-02 3.051E-02
    49 4.926E-02 9.205E-03 9.853E-01 5.842E-02 2.712E-02
    50 4.935E-02 8.165E-03 9.870E-01 5.182E-02 2.402E-02
    51 4.942E-02 7.209E-03 9.885E-01 4.575E-02 2.117E-02
    52 4.950E-02 6.331E-03 9.899E-01 4.018E-02 1.857E-02
    53 4.956E-02 5.524E-03 9.912E-01 3.506E-02 1.618E-02
    54 4.962E-02 4.783E-03 9.924E-01 3.036E-02 1.399E-02
    55 4.967E-02 4.102E-03 9.935E-01 2.604E-02 1.199E-02
    56 4.972E-02 3.477E-03 9.945E-01 2.207E-02 1.015E-02
    57 4.977E-02 2.903E-03 9.954E-01 1.843E-02 8.469E-03
    58 4.981E-02 2.376E-03 9.962E-01 1.508E-02 6.926E-03
    59 4.985E-02 1.892E-03 9.970E-01 1.201E-02 5.511E-03
    60 4.988E-02 1.448E-03 9.977E-01 9.190E-03 4.214E-03
    61 4.992E-02 1.040E-03 9.983E-01 6.602E-03 3.025E-03
    62 4.995E-02 6.658E-04 9.989E-01 4.225E-03 1.935E-03
    63 4.998E-02 2.433E-04 9.996E-01 1.544E-03 7.065E-04
    64 5.000E-02 0.000E+00 1.000E+00 0.000E+00 0.000E+00
